pre_cumu_value_y,cumu_value_y,mom,update_dt,item_name,cls_type,source,pre_year_value,cumu_yoy,datemonth,yoy,datadate,curr_month_value,pre_month_value
41.2,49.49,-21.57%,2018-06-01 16:10:32,华东,地区,http://oil.chem99.com/news/27390421.html,41.2,20.12%,2018年1月,20.12%,2018-02-09,49.49,63.1
29.2,31.67,-1.65%,2018-06-01 16:10:32,华南,地区,http://oil.chem99.com/news/27390421.html,29.2,8.46%,2018年1月,8.46%,2018-02-09,31.67,32.2
1.3,1.7,-52.78%,2018-06-01 16:10:32,华中,地区,http://oil.chem99.com/news/27390421.html,1.3,30.77%,2018年1月,30.77%,2018-02-09,1.7,3.6
45.3,47.65,-16.91%,2018-06-01 16:10:32,山东,地区,http://oil.chem99.com/news/27390421.html,45.3,5.19%,2018年1月,5.19%,2018-02-09,47.65,57.35
6.34,11.45,-4.58%,2018-06-01 16:10:32,西北,地区,http://oil.chem99.com/news/27390421.html,6.34,80.60%,2018年1月,80.60%,2018-02-09,11.45,12
1.8,1.5,-53.13%,2018-06-01 16:10:32,西南,地区,http://oil.chem99.com/news/27390421.html,1.8,-16.67%,2018年1月,-16.67%,2018-02-09,1.5,3.2
pre_cumu_value_y,cumu_value_y,mom,update_dt,item_name,cls_type,source,pre_year_value,cumu_yoy,datemonth,yoy,datadate,curr_month_value,pre_month_value
140.67,143.8,-20.45%,2018-06-01 16:12:57,华北,地区,http://oil.chem99.com/news/26489684.html,16.6,2.23%,2017年10月,5.42%,2017-11-09,17.5,22
295.26,376.38,-13.46%,2018-06-01 16:12:57,东北,地区,http://oil.chem99.com/news/26489684.html,31.2,27.47%,2017年10月,32.76%,2017-11-09,41.42,47.86
534.05,579.14,-7.13%,2018-06-01 16:12:57,山东,地区,http://oil.chem99.com/news/26489684.html,57,8.44%,2017年10月,21.05%,2017-11-09,69,74.3
488.99,551.93,0.37%,2018-06-01 16:12:57,华东,地区,http://oil.chem99.com/news/26489684.html,62.1,12.87%,2017年10月,8.86%,2017-11-09,67.6,67.35
15.46,20.46,-40.00%,2018-06-01 16:12:57,华中,地区,http://oil.chem99.com/news/26489684.html,1.6,32.34%,2017年10月,-6.25%,2017-11-09,1.5,2.5
320.97,300.5,8.38%,2018-06-01 16:12:57,华南,地区,http://oil.chem99.com/news/26489684.html,35.4,-6.38%,2017年10月,5.93%,2017-11-09,37.5,34.6
25.92,28.6,0.00%,2018-06-01 16:12:57,西南,地区,http://oil.chem99.com/news/26489684.html,2.82,10.34%,2017年10月,-11.35%,2017-11-09,2.5,2.5
140.91,116.04,3.08%,2018-06-01 16:12:57,西北,地区,http://oil.chem99.com/news/26489684.html,12.5,-17.65%,2017年10月,7.20%,2017-11-09,13.4,13
91.59,86.7,27.98%,2018-06-01 16:13:16,华北,地区,http://oil.chem99.com/news/25681814.html,19.02,-5.34%,2017年7月,13.04%,2017-08-14,21.5,16.8
199.56,228.2,8.29%,2018-06-01 16:13:16,东北,地区,http://oil.chem99.com/news/25681814.html,39.06,14.35%,2017年7月,-2.97%,2017-08-14,37.9,35
361.55,347.79,10.66%,2018-06-01 16:13:16,山东,地区,http://oil.chem99.com/news/25681814.html,56.4,-3.81%,2017年7月,13.01%,2017-08-14,63.74,57.6
357.64,350.45,2.22%,2018-06-01 16:13:16,华东,地区,http://oil.chem99.com/news/25681814.html,55.22,-2.01%,2017年7月,4.04%,2017-08-14,57.45,56.2
10.93,14.38,4.76%,2018-06-01 16:13:16,华中,地区,http://oil.chem99.com/news/25681814.html,0.75,31.56%,2017年7月,193.33%,2017-08-14,2.2,2.1
215.55,199.9,-12.97%,2018-06-01 16:13:16,华南,地区,http://oil.chem99.com/news/25681814.html,36.6,-7.26%,2017年7月,-30.33%,2017-08-14,25.5,29.3
17.7,21.3,4.00%,2018-06-01 16:13:16,西南,地区,http://oil.chem99.com/news/25681814.html,2.7,20.34%,2017年7月,-3.70%,2017-08-14,2.6,2.5
98.66,76.34,13.85%,2018-06-01 16:13:16,西北,地区,http://oil.chem99.com/news/25681814.html,14.5,-22.62%,2017年7月,2.07%,2017-08-14,14.8,13
106.89,105.6,-12.09%,2018-06-01 16:13:23,华北,地区,http://oil.chem99.com/news/26039979.html,15.3,-1.21%,2017年8月,23.53%,2017-09-19,18.9,21.5
235.76,270.5,11.61%,2018-06-01 16:13:24,东北,地区,http://oil.chem99.com/news/26039979.html,36.2,14.74%,2017年8月,16.85%,2017-09-19,42.3,37.9
419.45,415.69,6.53%,2018-06-01 16:13:24,山东,地区,http://oil.chem99.com/news/26039979.html,57.9,-0.90%,2017年8月,17.27%,2017-09-19,67.9,63.74
418.04,420.25,21.50%,2018-06-01 16:13:24,华东,地区,http://oil.chem99.com/news/26039979.html,60.4,0.53%,2017年8月,15.56%,2017-09-19,69.8,57.45
12.33,16.48,-4.55%,2018-06-01 16:13:24,华中,地区,http://oil.chem99.com/news/26039979.html,1.4,33.66%,2017年8月,50.00%,2017-09-19,2.1,2.2
249.75,227.6,8.63%,2018-06-01 16:13:24,华南,地区,http://oil.chem99.com/news/26039979.html,34.2,-8.87%,2017年8月,-19.01%,2017-09-19,27.7,25.5
20.2,23.6,-11.54%,2018-06-01 16:13:24,西南,地区,http://oil.chem99.com/news/26039979.html,2.5,16.83%,2017年8月,-8.00%,2017-09-19,2.3,2.6
114.06,89.94,-8.11%,2018-06-01 16:13:24,西北,地区,http://oil.chem99.com/news/26039979.html,15.4,-21.15%,2017年8月,-11.69%,2017-09-19,13.6,14.8
124.05,127.6,16.40%,2018-06-01 16:13:30,华北,地区,http://oil.chem99.com/news/26250057.html,17.16,2.86%,2017年9月,28.21%,2017-10-16,22,18.9
264.06,318.36,13.14%,2018-06-01 16:13:30,东北,地区,http://oil.chem99.com/news/26250057.html,28.3,20.56%,2017年9月,69.12%,2017-10-16,47.86,42.3
477.95,489.99,9.43%,2018-06-01 16:13:30,山东,地区,http://oil.chem99.com/news/26250057.html,58.5,2.52%,2017年9月,27.01%,2017-10-16,74.3,67.9
475.64,487.6,-3.51%,2018-06-01 16:13:30,华东,地区,http://oil.chem99.com/news/26250057.html,57.6,2.51%,2017年9月,16.93%,2017-10-16,67.35,69.8
13.86,18.98,19.05%,2018-06-01 16:13:30,华中,地区,http://oil.chem99.com/news/26250057.html,1.53,36.94%,2017年9月,63.40%,2017-10-16,2.5,2.1
285.55,262.2,24.91%,2018-06-01 16:13:30,华南,地区,http://oil.chem99.com/news/26250057.html,35.8,-8.18%,2017年9月,-3.35%,2017-10-16,34.6,27.7
23.1,26.1,8.70%,2018-06-01 16:13:31,西南,地区,http://oil.chem99.com/news/26250057.html,2.9,12.99%,2017年9月,-13.79%,2017-10-16,2.5,2.3
128.46,102.94,-4.41%,2018-06-01 16:13:31,西北,地区,http://oil.chem99.com/news/26250057.html,14.4,-19.87%,2017年9月,-9.72%,2017-10-16,13,13.6
124.4,138.37,15.47%,2018-06-01 16:13:56,东北,地区,http://oil.chem99.com/news/28156799.html,38.1,11.23%,2018年4月,2.65%,2018-05-10,39.11,33.87
34,20.37,20.92%,2018-06-01 16:13:57,华北,地区,http://oil.chem99.com/news/28156799.html,9.7,-40.09%,2018年4月,-23.71%,2018-05-10,7.4,6.12
181.63,199.96,3.16%,2018-06-01 16:13:57,华东,地区,http://oil.chem99.com/news/28156799.html,51.03,10.09%,2018年4月,7.98%,2018-05-10,55.1,53.41
112.8,130.06,7.80%,2018-06-01 16:13:57,华南,地区,http://oil.chem99.com/news/28156799.html,25.3,15.30%,2018年4月,45.85%,2018-05-10,36.9,34.23
8.08,4.82,-0.90%,2018-06-01 16:13:57,华中,地区,http://oil.chem99.com/news/28156799.html,3.1,-40.35%,2018年4月,-64.52%,2018-05-10,1.1,1.11
190.3,191.97,27.49%,2018-06-01 16:13:57,山东,地区,http://oil.chem99.com/news/28156799.html,47.8,0.88%,2018年4月,21.76%,2018-05-10,58.2,45.65
35.94,44.49,-15.77%,2018-06-01 16:13:57,西北,地区,http://oil.chem99.com/news/28156799.html,12.1,23.79%,2018年4月,-9.92%,2018-05-10,10.9,12.94
10.7,3,#DIV/0!,2018-06-01 16:13:57,西南,地区,http://oil.chem99.com/news/28156799.html,4.4,-71.96%,2018年4月,-65.91%,2018-05-10,1.5,0
697.85,730.04,12.21%,2018-06-01 16:13:57,总计,地区,http://oil.chem99.com/news/28156799.html,191.53,4.61%,2018年4月,9.75%,2018-05-10,210.21,187.33
86.3,99.26,10.51%,2018-06-01 16:14:09,东北,地区,http://oil.chem99.com/news/27879023.html,34.7,15.02%,2018年3月,-2.39%,2018-04-11,33.87,30.65
24.3,12.97,114.74%,2018-06-01 16:14:09,华北,地区,http://oil.chem99.com/news/27879023.html,9.1,-46.63%,2018年3月,-32.75%,2018-04-11,6.12,2.85
130.6,144.86,27.29%,2018-06-01 16:14:09,华东,地区,http://oil.chem99.com/news/27879023.html,49.2,10.92%,2018年3月,8.56%,2018-04-11,53.41,41.96
87.5,93.16,25.57%,2018-06-01 16:14:09,华南,地区,http://oil.chem99.com/news/27879023.html,26.9,6.47%,2018年3月,27.25%,2018-04-11,34.23,27.26
4.98,3.72,21.98%,2018-06-01 16:14:09,华中,地区,http://oil.chem99.com/news/27879023.html,2.5,-25.30%,2018年3月,-55.60%,2018-04-11,1.11,0.91
142.5,133.77,12.80%,2018-06-01 16:14:09,山东,地区,http://oil.chem99.com/news/27879023.html,48,-6.13%,2018年3月,-4.90%,2018-04-11,45.65,40.47
23.84,33.59,40.65%,2018-06-01 16:14:09,西北,地区,http://oil.chem99.com/news/27879023.html,8.6,40.90%,2018年3月,50.47%,2018-04-11,12.94,9.2
6.3,1.5,#DIV/0!,2018-06-01 16:14:09,西南,地区,http://oil.chem99.com/news/27879023.html,4.3,-76.19%,2018年3月,-100.00%,2018-04-11,0,0
506.32,522.83,22.20%,2018-06-01 16:14:09,总计,地区,http://oil.chem99.com/news/27879023.html,183.3,3.26%,2018年3月,2.20%,2018-04-11,187.33,153.3
51.6,65.39,-11.77%,2018-06-01 16:14:18,东北,地区,http://oil.chem99.com/news/27566961.html,27,26.72%,2018年2月,13.52%,2018-03-09,30.65,34.74
15.2,6.85,-28.75%,2018-06-01 16:14:18,华北,地区,http://oil.chem99.com/news/27566961.html,7.4,-54.93%,2018年2月,-61.49%,2018-03-09,2.85,4
81.4,91.45,-15.22%,2018-06-01 16:14:18,华东,地区,http://oil.chem99.com/news/27566961.html,40.2,12.35%,2018年2月,4.38%,2018-03-09,41.96,49.49
60.6,58.93,-13.92%,2018-06-01 16:14:18,华南,地区,http://oil.chem99.com/news/27566961.html,31.4,-2.76%,2018年2月,-13.18%,2018-03-09,27.26,31.67
2.48,2.61,-46.47%,2018-06-01 16:14:18,华中,地区,http://oil.chem99.com/news/27566961.html,1.18,5.24%,2018年2月,-22.88%,2018-03-09,0.91,1.7
94.5,88.12,-15.07%,2018-06-01 16:14:18,山东,地区,http://oil.chem99.com/news/27566961.html,49.2,-6.75%,2018年2月,-17.74%,2018-03-09,40.47,47.65
15.24,20.65,-19.65%,2018-06-01 16:14:18,西北,地区,http://oil.chem99.com/news/27566961.html,8.9,35.50%,2018年2月,3.37%,2018-03-09,9.2,11.45
2,1.5,-100.00%,2018-06-01 16:14:18,西南,地区,http://oil.chem99.com/news/27566961.html,0.2,-25.00%,2018年2月,-100.00%,2018-03-09,0,1.5
154.77,157.65,-20.86%,2018-06-01 16:14:31,华北,地区,http://oil.chem99.com/news/26783529.html,14.1,1.86%,2017年11月,-1.77%,2017-12-08,13.85,17.5
323.66,412.63,-12.48%,2018-06-01 16:14:31,东北,地区,http://oil.chem99.com/news/26783529.html,28.4,27.49%,2017年11月,27.64%,2017-12-08,36.25,41.42
592.45,647.64,-0.72%,2018-06-01 16:14:31,山东,地区,http://oil.chem99.com/news/26783529.html,58.4,9.32%,2017年11月,17.29%,2017-12-08,68.5,69
543.39,617.53,-2.96%,2018-06-01 16:14:31,华东,地区,http://oil.chem99.com/news/26783529.html,54.4,13.64%,2017年11月,20.59%,2017-12-08,65.6,67.6
16.86,21.36,-40.00%,2018-06-01 16:14:31,华中,地区,http://oil.chem99.com/news/26783529.html,1.4,26.69%,2017年11月,-35.71%,2017-12-08,0.9,1.5
354.17,337.7,-0.80%,2018-06-01 16:14:31,华南,地区,http://oil.chem99.com/news/26783529.html,33.2,-4.65%,2017年11月,12.05%,2017-12-08,37.2,37.5
28.62,31.1,0.00%,2018-06-01 16:14:31,西南,地区,http://oil.chem99.com/news/26783529.html,2.7,8.67%,2017年11月,-7.41%,2017-12-08,2.5,2.5
151.21,128.84,-4.48%,2018-06-01 16:14:31,西北,地区,http://oil.chem99.com/news/26783529.html,10.3,-14.79%,2017年11月,24.27%,2017-12-08,12.8,13.4
165.02,168,-25.27%,2018-06-01 16:14:43,华北,地区,http://oil.chem99.com/news/27107444.html,10.25,1.81%,2017年12月,0.98%,2018-01-11,10.35,13.85
346.66,443.36,-15.23%,2018-06-01 16:14:43,东北,地区,http://oil.chem99.com/news/27107444.html,23,27.89%,2017年12月,33.61%,2018-01-11,30.73,36.25
643.35,704.99,-16.28%,2018-06-01 16:14:43,山东,地区,http://oil.chem99.com/news/27107444.html,50.9,9.58%,2017年12月,12.67%,2018-01-11,57.35,68.5
655.93,680.63,-3.81%,2018-06-01 16:14:43,华东,地区,http://oil.chem99.com/news/27107444.html,60.9,3.77%,2017年12月,3.61%,2018-01-11,63.1,65.6
17.35,24.96,300.00%,2018-06-01 16:14:43,华中,地区,http://oil.chem99.com/news/27107444.html,0.49,43.86%,2017年12月,634.69%,2018-01-11,3.6,0.9
388.47,369.9,-13.44%,2018-06-01 16:14:43,华南,地区,http://oil.chem99.com/news/27107444.html,34.3,-4.78%,2017年12月,-6.12%,2018-01-11,32.2,37.2
31.62,34.3,28.00%,2018-06-01 16:14:43,西南,地区,http://oil.chem99.com/news/27107444.html,3,8.48%,2017年12月,6.67%,2018-01-11,3.2,2.5
159.55,140.84,-6.25%,2018-06-01 16:14:43,西北,地区,http://oil.chem99.com/news/27107444.html,8.34,-11.73%,2017年12月,43.88%,2018-01-11,12,12.8
24.6,34.74,13.05%,2018-06-01 16:14:48,东北,地区,http://oil.chem99.com/news/27390421.html,24.6,41.22%,2018年1月,41.22%,2018-02-09,34.74,30.73
7.8,4,-61.35%,2018-06-01 16:14:48,华北,地区,http://oil.chem99.com/news/27390421.html,7.8,-48.72%,2018年1月,-48.72%,2018-02-09,4,10.35
41.2,49.49,-21.57%,2018-06-01 16:14:48,华东,地区,http://oil.chem99.com/news/27390421.html,41.2,20.12%,2018年1月,20.12%,2018-02-09,49.49,63.1
29.2,31.67,-1.65%,2018-06-01 16:14:48,华南,地区,http://oil.chem99.com/news/27390421.html,29.2,8.46%,2018年1月,8.46%,2018-02-09,31.67,32.2
1.3,1.7,-52.78%,2018-06-01 16:14:48,华中,地区,http://oil.chem99.com/news/27390421.html,1.3,30.77%,2018年1月,30.77%,2018-02-09,1.7,3.6
45.3,47.65,-16.91%,2018-06-01 16:14:48,山东,地区,http://oil.chem99.com/news/27390421.html,45.3,5.19%,2018年1月,5.19%,2018-02-09,47.65,57.35
6.34,11.45,-4.58%,2018-06-01 16:14:48,西北,地区,http://oil.chem99.com/news/27390421.html,6.34,80.60%,2018年1月,80.60%,2018-02-09,11.45,12
1.8,1.5,-53.13%,2018-06-01 16:14:48,西南,地区,http://oil.chem99.com/news/27390421.html,1.8,-16.67%,2018年1月,-16.67%,2018-02-09,1.5,3.2
pre_cumu_value_y,cumu_value_y,mom,update_dt,item_name,cls_type,source,pre_year_value,cumu_yoy,datemonth,yoy,datadate,curr_month_value,pre_month_value
558.7,645.73,-1.71%,2018-06-01 16:20:26,中石油,集团,http://oil.chem99.com/news/26783508.html,44.2,15.58%,2017年11月,52.38%,2017-12-08,67.35,68.52
668.68,733.44,-3.33%,2018-06-01 16:20:26,中石化,集团,http://oil.chem99.com/news/26783508.html,62.3,9.68%,2017年11月,11.88%,2017-12-08,69.7,72.1
246.78,204.48,-10.38%,2018-06-01 16:20:27,中海油,集团,http://oil.chem99.com/news/26783508.html,19.3,-17.14%,2017年11月,-1.55%,2017-12-08,19,21.2
742.55,770.8,-7.96%,2018-06-01 16:20:27,地方炼厂,集团,http://oil.chem99.com/news/26783508.html,77.1,3.80%,2017年11月,5.77%,2017-12-08,81.55,88.6
324.2,355.56,10.65%,2018-06-01 16:20:34,中石油,集团,http://oil.chem99.com/news/25681802.html,59.36,9.67%,2017年7月,-1.95%,2017-08-14,58.2,52.6
445.31,408.46,16.91%,2018-06-01 16:20:34,中石化,集团,http://oil.chem99.com/news/25681802.html,63.67,-8.28%,2017年7月,7.41%,2017-08-14,68.39,58.5
138.1,161.46,15.15%,2018-06-01 16:20:34,中海油,集团,http://oil.chem99.com/news/25681802.html,25.4,16.92%,2017年7月,4.72%,2017-08-14,26.6,23.1
417.45,427.7,-7.41%,2018-06-01 16:20:34,地方炼厂,集团,http://oil.chem99.com/news/25681802.html,75.8,2.46%,2017年7月,-4.35%,2017-08-14,72.5,78.3
514.56,578.38,-12.67%,2018-06-01 16:20:40,中石油,集团,http://oil.chem99.com/news/26489664.html,52.6,12.40%,2017年10月,30.27%,2017-11-09,68.52,78.46
606.38,663.74,-0.62%,2018-06-01 16:20:40,中石化,集团,http://oil.chem99.com/news/26489664.html,69,9.46%,2017年10月,4.49%,2017-11-09,72.1,72.55
227.48,185.48,-13.11%,2018-06-01 16:20:40,中海油,集团,http://oil.chem99.com/news/26489664.html,20.42,-18.46%,2017年10月,3.82%,2017-11-09,21.2,24.4
665.45,689.25,-0.11%,2018-06-01 16:20:40,地方炼厂,集团,http://oil.chem99.com/news/26489664.html,77.2,3.58%,2017年10月,14.77%,2017-11-09,88.6,88.7
602.46,705.06,-11.91%,2018-06-01 16:20:46,中石油,集团,http://oil.chem99.com/news/27107432.html,43.7,17.03%,2017年12月,35.77%,2018-01-11,59.33,67.35
727.96,796.69,-9.25%,2018-06-01 16:20:46,中石化,集团,http://oil.chem99.com/news/27107432.html,59.28,9.44%,2017年12月,6.70%,2018-01-11,63.25,69.7
268.28,226.78,17.37%,2018-06-01 16:20:46,中海油,集团,http://oil.chem99.com/news/27107432.html,21.5,-15.47%,2017年12月,3.72%,2018-01-11,22.3,19
809.25,838.45,-17.04%,2018-06-01 16:20:46,地方炼厂,集团,http://oil.chem99.com/news/27107432.html,66.7,3.61%,2017年12月,1.42%,2018-01-11,67.65,81.55
38.5,42.04,-29.14%,2018-06-01 16:20:51,中石油,集团,http://oil.chem99.com/news/27390406.html,38.5,9.19%,2018年1月,9.19%,2018-02-09,42.04,59.33
61.54,60.66,-4.09%,2018-06-01 16:20:51,中石化,集团,http://oil.chem99.com/news/27390406.html,61.54,-1.43%,2018年1月,-1.43%,2018-02-09,60.66,63.25
13.8,21.6,-3.14%,2018-06-01 16:20:51,中海油,集团,http://oil.chem99.com/news/27390406.html,13.8,56.52%,2018年1月,56.52%,2018-02-09,21.6,22.3
43.7,57.9,-14.41%,2018-06-01 16:20:51,地方炼厂,集团,http://oil.chem99.com/news/27390406.html,43.7,32.49%,2018年1月,32.49%,2018-02-09,57.9,67.65
77.4,77.09,-16.63%,2018-06-01 16:20:56,中石油,集团,http://oil.chem99.com/news/27566944.html,38.9,-0.40%,2018年2月,-9.90%,2018-03-09,35.05,42.04
120.52,115.81,-9.08%,2018-06-01 16:20:56,中石化,集团,http://oil.chem99.com/news/27566944.html,58.98,-3.91%,2018年2月,-6.49%,2018-03-09,55.15,60.66
27.4,38.4,-22.22%,2018-06-01 16:20:56,中海油,集团,http://oil.chem99.com/news/27566944.html,13.6,40.15%,2018年2月,23.53%,2018-03-09,16.8,21.6
97.7,104.2,-20.03%,2018-06-01 16:20:56,地方炼厂,集团,http://oil.chem99.com/news/27566944.html,54,6.65%,2018年2月,-14.26%,2018-03-09,46.3,57.9
125.7,125.47,38.03%,2018-06-01 16:21:02,中石油,集团,http://oil.chem99.com/news/27878967.html,48.3,-0.18%,2018年3月,0.17%,2018-04-11,48.38,35.05
185.92,174.06,5.62%,2018-06-01 16:21:02,中石化,集团,http://oil.chem99.com/news/27878967.html,65.4,-6.38%,2018年3月,-10.93%,2018-04-11,58.25,55.15
42.8,58.8,21.43%,2018-06-01 16:21:02,中海油,集团,http://oil.chem99.com/news/27878967.html,15.4,37.38%,2018年3月,32.47%,2018-04-11,20.4,16.8
151.9,164.5,30.24%,2018-06-01 16:21:02,地方炼厂,集团,http://oil.chem99.com/news/27878967.html,54.2,8.29%,2018年3月,11.25%,2018-04-11,60.3,46.3
506.32,522.83,22.20%,2018-06-01 16:21:02,总计,集团,http://oil.chem99.com/news/27878967.html,183.3,3.26%,2018年3月,2.20%,2018-04-11,187.33,153.3
176.9,180.98,14.74%,2018-06-01 16:21:07,中石油,集团,http://oil.chem99.com/news/28156648.html,51.2,2.31%,2018年4月,8.42%,2018-05-10,55.51,48.38
254.62,237.06,8.15%,2018-06-01 16:21:07,中石化,集团,http://oil.chem99.com/news/28156648.html,68.7,-6.90%,2018年4月,-8.30%,2018-05-10,63,58.25
58.73,80.5,6.37%,2018-06-01 16:21:07,中海油,集团,http://oil.chem99.com/news/28156648.html,15.93,37.07%,2018年4月,36.22%,2018-05-10,21.7,20.4
207.6,234.5,16.09%,2018-06-01 16:21:07,地方炼厂,集团,http://oil.chem99.com/news/28156648.html,55.7,12.96%,2018年4月,25.67%,2018-05-10,70,60.3
697.85,730.04,12.21%,2018-06-01 16:21:07,总计,集团,http://oil.chem99.com/news/28156648.html,191.53,4.61%,2018年4月,9.75%,2018-05-10,210.21,187.33
pre_cumu_value_y,cumu_value_y,mom,update_dt,item_name,cls_type,source,pre_year_value,cumu_yoy,datemonth,yoy,datadate,curr_month_value,pre_month_value
324.2,355.56,10.65%,2018-06-01 16:24:26,中石油,集团,http://oil.chem99.com/news/25681802.html,59.36,9.67%,2017年7月,-1.95%,2017-08-14,58.2,52.6
445.31,408.46,16.91%,2018-06-01 16:24:26,中石化,集团,http://oil.chem99.com/news/25681802.html,63.67,-8.28%,2017年7月,7.41%,2017-08-14,68.39,58.5
138.1,161.46,15.15%,2018-06-01 16:24:26,中海油,集团,http://oil.chem99.com/news/25681802.html,25.4,16.92%,2017年7月,4.72%,2017-08-14,26.6,23.1
417.45,427.7,-7.41%,2018-06-01 16:24:26,地方炼厂,集团,http://oil.chem99.com/news/25681802.html,75.8,2.46%,2017年7月,-4.35%,2017-08-14,72.5,78.3
91.59,86.7,27.98%,2018-06-01 16:24:32,华北,地区,http://oil.chem99.com/news/25681814.html,19.02,-5.34%,2017年7月,13.04%,2017-08-14,21.5,16.8
199.56,228.2,8.29%,2018-06-01 16:24:32,东北,地区,http://oil.chem99.com/news/25681814.html,39.06,14.35%,2017年7月,-2.97%,2017-08-14,37.9,35
361.55,347.79,10.66%,2018-06-01 16:24:32,山东,地区,http://oil.chem99.com/news/25681814.html,56.4,-3.81%,2017年7月,13.01%,2017-08-14,63.74,57.6
357.64,350.45,2.22%,2018-06-01 16:24:32,华东,地区,http://oil.chem99.com/news/25681814.html,55.22,-2.01%,2017年7月,4.04%,2017-08-14,57.45,56.2
10.93,14.38,4.76%,2018-06-01 16:24:32,华中,地区,http://oil.chem99.com/news/25681814.html,0.75,31.56%,2017年7月,193.33%,2017-08-14,2.2,2.1
215.55,199.9,-12.97%,2018-06-01 16:24:32,华南,地区,http://oil.chem99.com/news/25681814.html,36.6,-7.26%,2017年7月,-30.33%,2017-08-14,25.5,29.3
17.7,21.3,4.00%,2018-06-01 16:24:32,西南,地区,http://oil.chem99.com/news/25681814.html,2.7,20.34%,2017年7月,-3.70%,2017-08-14,2.6,2.5
98.66,76.34,13.85%,2018-06-01 16:24:32,西北,地区,http://oil.chem99.com/news/25681814.html,14.5,-22.62%,2017年7月,2.07%,2017-08-14,14.8,13
106.89,105.6,-12.09%,2018-06-01 16:24:38,华北,地区,http://oil.chem99.com/news/26039979.html,15.3,-1.21%,2017年8月,23.53%,2017-09-19,18.9,21.5
235.76,270.5,11.61%,2018-06-01 16:24:38,东北,地区,http://oil.chem99.com/news/26039979.html,36.2,14.74%,2017年8月,16.85%,2017-09-19,42.3,37.9
419.45,415.69,6.53%,2018-06-01 16:24:38,山东,地区,http://oil.chem99.com/news/26039979.html,57.9,-0.90%,2017年8月,17.27%,2017-09-19,67.9,63.74
418.04,420.25,21.50%,2018-06-01 16:24:38,华东,地区,http://oil.chem99.com/news/26039979.html,60.4,0.53%,2017年8月,15.56%,2017-09-19,69.8,57.45
12.33,16.48,-4.55%,2018-06-01 16:24:38,华中,地区,http://oil.chem99.com/news/26039979.html,1.4,33.66%,2017年8月,50.00%,2017-09-19,2.1,2.2
249.75,227.6,8.63%,2018-06-01 16:24:38,华南,地区,http://oil.chem99.com/news/26039979.html,34.2,-8.87%,2017年8月,-19.01%,2017-09-19,27.7,25.5
20.2,23.6,-11.54%,2018-06-01 16:24:38,西南,地区,http://oil.chem99.com/news/26039979.html,2.5,16.83%,2017年8月,-8.00%,2017-09-19,2.3,2.6
114.06,89.94,-8.11%,2018-06-01 16:24:38,西北,地区,http://oil.chem99.com/news/26039979.html,15.4,-21.15%,2017年8月,-11.69%,2017-09-19,13.6,14.8
124.05,127.6,16.40%,2018-06-01 16:24:43,华北,地区,http://oil.chem99.com/news/26250057.html,17.16,2.86%,2017年9月,28.21%,2017-10-16,22,18.9
264.06,318.36,13.14%,2018-06-01 16:24:43,东北,地区,http://oil.chem99.com/news/26250057.html,28.3,20.56%,2017年9月,69.12%,2017-10-16,47.86,42.3
477.95,489.99,9.43%,2018-06-01 16:24:43,山东,地区,http://oil.chem99.com/news/26250057.html,58.5,2.52%,2017年9月,27.01%,2017-10-16,74.3,67.9
475.64,487.6,-3.51%,2018-06-01 16:24:43,华东,地区,http://oil.chem99.com/news/26250057.html,57.6,2.51%,2017年9月,16.93%,2017-10-16,67.35,69.8
13.86,18.98,19.05%,2018-06-01 16:24:43,华中,地区,http://oil.chem99.com/news/26250057.html,1.53,36.94%,2017年9月,63.40%,2017-10-16,2.5,2.1
285.55,262.2,24.91%,2018-06-01 16:24:43,华南,地区,http://oil.chem99.com/news/26250057.html,35.8,-8.18%,2017年9月,-3.35%,2017-10-16,34.6,27.7
23.1,26.1,8.70%,2018-06-01 16:24:43,西南,地区,http://oil.chem99.com/news/26250057.html,2.9,12.99%,2017年9月,-13.79%,2017-10-16,2.5,2.3
128.46,102.94,-4.41%,2018-06-01 16:24:43,西北,地区,http://oil.chem99.com/news/26250057.html,14.4,-19.87%,2017年9月,-9.72%,2017-10-16,13,13.6
514.56,578.38,-12.67%,2018-06-01 16:24:47,中石油,集团,http://oil.chem99.com/news/26489664.html,52.6,12.40%,2017年10月,30.27%,2017-11-09,68.52,78.46
606.38,663.74,-0.62%,2018-06-01 16:24:47,中石化,集团,http://oil.chem99.com/news/26489664.html,69,9.46%,2017年10月,4.49%,2017-11-09,72.1,72.55
227.48,185.48,-13.11%,2018-06-01 16:24:47,中海油,集团,http://oil.chem99.com/news/26489664.html,20.42,-18.46%,2017年10月,3.82%,2017-11-09,21.2,24.4
665.45,689.25,-0.11%,2018-06-01 16:24:47,地方炼厂,集团,http://oil.chem99.com/news/26489664.html,77.2,3.58%,2017年10月,14.77%,2017-11-09,88.6,88.7
140.67,143.8,-20.45%,2018-06-01 16:24:52,华北,地区,http://oil.chem99.com/news/26489684.html,16.6,2.23%,2017年10月,5.42%,2017-11-09,17.5,22
295.26,376.38,-13.46%,2018-06-01 16:24:52,东北,地区,http://oil.chem99.com/news/26489684.html,31.2,27.47%,2017年10月,32.76%,2017-11-09,41.42,47.86
